id,lexeme,infinitive,pronoun,form,translation
de:putzen:praes.2pl:produce,putzen,putzen,ihr,putzt,чистить
de:setzen:praes.1sg:produce,setzen,setzen,ich,setze,сажать
de:setzen:praes.2sg:produce,setzen,setzen,du,setzt,сажать
de:setzen:praes.3sg:produce,setzen,setzen,er,setzt,сажать
de:setzen:praes.1pl:produce,setzen,setzen,wir,setzen,сажать
de:setzen:praes.2pl:produce,setzen,setzen,ihr,setzt,сажать
de:sparen:praes.1sg:produce,sparen,sparen,ich,spare,экономить
de:sparen:praes.2sg:produce,sparen,sparen,du,sparst,экономить
de:sparen:praes.3sg:produce,sparen,sparen,er,spart,экономить
de:sparen:praes.1pl:produce,sparen,sparen,wir,sparen,экономить
de:sparen:praes.2pl:produce,sparen,sparen,ihr,spart,экономить
de:tragen:praes.1sg:produce,tragen,tragen,ich,trage,носить
de:tragen:praes.2sg:produce,tragen,tragen,du,trägst,носить
de:tragen:praes.3sg:produce,tragen,tragen,er,trägt,носить
de:tragen:praes.1pl:produce,tragen,tragen,wir,tragen,носить
de:tragen:praes.2pl:produce,tragen,tragen,ihr,tragt,носить
de:umsteigen:praes.1sg:produce,umsteigen,umsteigen,ich,steige um,пересаживаться
de:umsteigen:praes.2sg:produce,umsteigen,umsteigen,du,steigst um,пересаживаться
de:umsteigen:praes.3sg:produce,umsteigen,umsteigen,er,steigt um,пересаживаться
de:umsteigen:praes.1pl:produce,umsteigen,umsteigen,wir,steigen um,пересаживаться
de:umsteigen:praes.2pl:produce,umsteigen,umsteigen,ihr,steigt um,пересаживаться
de:waschen:praes.1sg:produce,waschen,waschen,ich,wasche,мыть
de:waschen:praes.2sg:produce,waschen,waschen,du,wäschst,мыть
de:waschen:praes.3sg:produce,waschen,waschen,er,wäscht,мыть
de:waschen:praes.1pl:produce,waschen,waschen,wir,waschen,мыть
de:waschen:praes.2pl:produce,waschen,waschen,ihr,wascht,мыть
de:wechseln:praes.1sg:produce,wechseln,wechseln,ich,wechsle,менять
de:wechseln:praes.2sg:produce,wechseln,wechseln,du,wechselst,менять
de:wechseln:praes.3sg:produce,wechseln,wechseln,er,wechselt,менять
de:wechseln:praes.1pl:produce,wechseln,wechseln,wir,wechseln,менять
de:wechseln:praes.2pl:produce,wechseln,wechseln,ihr,wechselt,менять
de:wehtun:praes.1sg:produce,wehtun,wehtun,ich,tue weh,болеть
de:wehtun:praes.2sg:produce,wehtun,wehtun,du,tust weh,болеть
de:wehtun:praes.3sg:produce,wehtun,wehtun,er,tut weh,болеть
de:wehtun:praes.1pl:produce,wehtun,wehtun,wir,tun weh,болеть
de:wehtun:praes.2pl:produce,wehtun,wehtun,ihr,tut weh,болеть
de:ziehen:praes.1sg:produce,ziehen,ziehen,ich,ziehe,тянуть
de:ziehen:praes.2sg:produce,ziehen,ziehen,du,ziehst,тянуть
de:ziehen:praes.3sg:produce,ziehen,ziehen,er,zieht,тянуть
de:ziehen:praes.1pl:produce,ziehen,ziehen,wir,ziehen,тянуть
de:ziehen:praes.2pl:produce,ziehen,ziehen,ihr,zieht,тянуть
